date,股票代码,open,close,high,low,volume
,,MSFT,MSFT,MSFT,MSFT,MSFT
2025-08-14 13:30:00+00:00,MSFT,522.405029296875,522.3699951171875,522.7999267578125,520.155029296875,1752577
2025-08-14 13:45:00+00:00,MSFT,522.6500244140625,523.239990234375,524.369873046875,522.4299926757812,846747
2025-08-14 14:00:00+00:00,MSFT,523.2999877929688,522.5900268554688,523.4600219726562,521.8201293945312,651011
2025-08-14 14:15:00+00:00,MSFT,522.60498046875,523.4299926757812,523.9099731445312,522.5,527023
2025-08-14 14:30:00+00:00,MSFT,523.4299926757812,524.989990234375,525.0,523.3883056640625,410714
2025-08-14 14:45:00+00:00,MSFT,524.9650268554688,524.260009765625,525.9498901367188,524.0549926757812,871713
2025-08-14 15:00:00+00:00,MSFT,524.260009765625,524.5,524.5704956054688,523.7050170898438,358805
2025-08-14 15:15:00+00:00,MSFT,524.5599975585938,523.10009765625,524.8098754882812,523.10009765625,1021989
2025-08-14 15:30:00+00:00,MSFT,523.1300048828125,522.135009765625,523.1599731445312,521.7999877929688,503314
2025-08-14 15:45:00+00:00,MSFT,522.135009765625,523.405029296875,523.6749877929688,522.135009765625,340313
2025-08-14 16:00:00+00:00,MSFT,523.4099731445312,522.64501953125,523.5750122070312,522.5399780273438,311757
2025-08-14 16:15:00+00:00,MSFT,522.6799926757812,524.3825073242188,524.510009765625,522.5800170898438,290887
2025-08-14 16:30:00+00:00,MSFT,524.52001953125,523.989990234375,525.0700073242188,523.8200073242188,488770
2025-08-14 16:45:00+00:00,MSFT,523.989990234375,523.9099731445312,524.260009765625,523.8624877929688,476860
2025-08-14 17:00:00+00:00,MSFT,523.8800048828125,523.9949951171875,524.010009765625,523.8499755859375,241496
2025-08-14 17:15:00+00:00,MSFT,523.9949951171875,524.0599975585938,524.1799926757812,523.9199829101562,474696
2025-08-14 17:30:00+00:00,MSFT,524.0399780273438,523.0,524.0399780273438,522.8701171875,338856
2025-08-14 17:45:00+00:00,MSFT,523.02001953125,522.510009765625,523.1099853515625,522.2949829101562,462222
2025-08-14 18:00:00+00:00,MSFT,522.489990234375,521.7684936523438,522.8699951171875,521.6900024414062,457628
2025-08-14 18:15:00+00:00,MSFT,521.77001953125,520.8900146484375,521.77001953125,520.8300170898438,597512
2025-08-14 18:30:00+00:00,MSFT,520.8599853515625,521.0150146484375,521.719970703125,520.7999877929688,452489
2025-08-14 18:45:00+00:00,MSFT,521.0150146484375,520.97998046875,521.0999755859375,520.1400146484375,600757
2025-08-14 19:00:00+00:00,MSFT,520.9749755859375,521.1431884765625,521.25,520.52001953125,461595
2025-08-14 19:15:00+00:00,MSFT,521.1599731445312,521.4600219726562,522.0349731445312,521.0499877929688,485252
2025-08-14 19:30:00+00:00,MSFT,521.4400024414062,522.030029296875,522.1300048828125,521.3200073242188,585341
2025-08-14 19:45:00+00:00,MSFT,522.0599975585938,522.510009765625,523.1300048828125,521.3800048828125,1862021
2025-08-15 13:30:00+00:00,MSFT,521.385009765625,523.03271484375,523.1799926757812,520.8599853515625,3408216
2025-08-15 13:45:00+00:00,MSFT,522.969970703125,522.260009765625,522.989990234375,521.4401245117188,433015
2025-08-15 14:00:00+00:00,MSFT,522.1799926757812,524.260009765625,524.4199829101562,521.2000122070312,649057
